gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays
Female,Young,Single,Degree,Other,Asian,"2,600 to 5,200",The North,False,0,0
Male,Old,Married,No Qualification,British,White,"5,200 to 10,400",The North,False,0,0
Female,Middle-Aged,Single,No Qualification,English,White,"2,600 to 5,200",The North,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",The North,False,0,0
Female,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",The North,True,20,20
Female,Young,Single,ONC/BTEC,British,White,"2,600 to 5,200",The North,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"10,400 to 15,600",The North,False,0,0
Female,Old,Widowed,No Qualification,British,White,"2,600 to 5,200",The North,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"10,400 to 15,600",The North,True,10,10
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",The North,False,0,0
Female,Young,Single,GCSE/O Level,British,White,"2,600 to 5,200",The North,True,10,10
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",The North,False,0,0
Female,Middle-Aged,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",The North,True,10,10
Female,Old,Married,No Qualification,English,White,"Under 2,600",The North,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"15,600 to 20,800",The North,False,0,0
Female,Young,Single,No Qualification,English,White,"5,200 to 10,400",The North,True,12,7
Female,Middle-Aged,Single,GCSE/O Level,British,White,"15,600 to 20,800",The North,False,0,0
Female,Young,Married,No Qualification,English,White,"2,600 to 5,200",The North,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"5,200 to 10,400",The North,True,10,4
Male,Middle-Aged,Married,GCSE/CSE,English,White,"20,800 to 28,600",The North,False,0,0
Male,Middle-Aged,Married,Other/Sub Degree,British,White,"10,400 to 15,600",The North,False,0,0
Female,Old,Married,No Qualification,British,White,"2,600 to 5,200",The North,False,0,0
Male,Middle-Aged,Married,Degree,English,White,"28,600 to 36,400",The North,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",The North,False,0,0
Male,Middle-Aged,Married,No Qualification,British,White,"10,400 to 15,600",The North,True,20,20
Female,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",The North,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"2,600 to 5,200",The North,False,0,0
Male,Old,Married,A Levels,Scottish,White,"5,200 to 10,400",The North,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"5,200 to 10,400",The North,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"5,200 to 10,400",The North,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"Under 2,600",The North,False,0,0
Male,Old,Married,No Qualification,British,White,"5,200 to 10,400",The North,False,0,0
Female,Old,Single,Other/Sub Degree,English,White,"10,400 to 15,600",The North,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,English,White,"5,200 to 10,400",The North,False,0,0
Female,Middle-Aged,Married,A Levels,British,White,"15,600 to 20,800",The North,False,0,0
Male,Young,Married,GCSE/O Level,English,White,"15,600 to 20,800",The North,False,0,0
Male,Middle-Aged,Married,ONC/BTEC,English,White,"20,800 to 28,600",The North,False,0,0
Female,Young,Married,No Qualification,English,White,"5,200 to 10,400",The North,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"20,800 to 28,600",The North,False,0,0
Female,Young,Separated,Other/Sub Degree,English,White,"2,600 to 5,200",The North,False,0,0
Male,Young,Married,ONC/BTEC,British,White,"Above 36,400",The North,False,0,0
Female,Young,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",The North,True,25,10
Female,Young,Married,A Levels,English,White,"10,400 to 15,600",The North,True,20,20
Male,Young,Single,Degree,English,White,"20,800 to 28,600",The North,False,0,0
Female,Young,Single,GCSE/CSE,British,White,"Under 2,600",The North,True,10,10
Male,Young,Married,Degree,English,White,"20,800 to 28,600",The North,False,0,0
Male,Middle-Aged,Married,No Qualification,British,White,"20,800 to 28,600",The North,False,0,0
Male,Young,Single,GCSE/CSE,English,White,"15,600 to 20,800",The North,False,0,0
Female,Young,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",The North,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,Scottish,White,"10,400 to 15,600",The North,False,0,0
Male,Young,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",The North,False,0,0
Female,Young,Divorced,A Levels,English,White,"15,600 to 20,800",The North,False,0,0
Male,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",The North,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"15,600 to 20,800",The North,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,Other,White,"Above 36,400",The North,False,0,0
Female,Young,Married,Degree,English,White,"Above 36,400",The North,False,0,0
Male,Old,Married,GCSE/O Level,English,White,"5,200 to 10,400",The North,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",The North,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",The North,False,0,0
Male,Young,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",The North,False,0,0
Male,Young,Single,GCSE/O Level,Scottish,White,"10,400 to 15,600",The North,True,30,30
Female,Middle-Aged,Married,Degree,Other,White,"15,600 to 20,800",The North,False,0,0
Female,Middle-Aged,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",The North,False,0,0
Male,Young,Divorced,Higher/Sub Degree,English,White,"28,600 to 36,400",The North,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",The North,False,0,0
Male,Young,Single,Degree,Other,White,"28,600 to 36,400",The North,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"15,600 to 20,800",The North,False,0,0
Female,Old,Divorced,GCSE/CSE,British,White,"2,600 to 5,200",The North,False,0,0
Male,Old,Widowed,Higher/Sub Degree,English,White,"10,400 to 15,600",The North,False,0,0
Male,Middle-Aged,Married,A Levels,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/CSE,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,A Levels,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,True,15,10
Female,Middle-Aged,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Young,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,True,15,15
Female,Young,Widowed,GCSE/CSE,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,True,30,25
Female,Middle-Aged,Married,Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Single,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,True,15,10
Female,Middle-Aged,Separated,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Male,Young,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,A Levels,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Young,Single,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,True,15,15
Female,Old,Married,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Single,Higher/Sub Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Old,Married,Other/Sub Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Old,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Old,Married,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,True,10,6
Male,Young,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,True,20,20
Female,Middle-Aged,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,Irish,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Young,Married,Higher/Sub Degree,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,Asian,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,True,25,15
Male,Old,Married,A Levels,British,Asian,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Degree,British,Asian,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,English,White,"Above 36,400",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,Scottish,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Married,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Young,Separated,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Young,Single,Degree,Irish,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,British,White,"15,600 to 20,800",Midlands & East Anglia,True,6,4
Female,Young,Married,A Levels,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/CSE,British,White,"Under 2,600",Midlands & East Anglia,True,2,2
Female,Middle-Aged,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,True,12,12
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Single,Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Married,GCSE/O Level,English,Mixed,"10,400 to 15,600",Midlands & East Anglia,True,30,15
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/O Level,British,White,"15,600 to 20,800",Midlands & East Anglia,True,10,5
Female,Young,Married,A Levels,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Single,GCSE/O Level,British,White,"15,600 to 20,800",Midlands & East Anglia,True,10,3
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Young,Separated,ONC/BTEC,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,A Levels,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/CSE,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Young,Single,ONC/BTEC,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Other/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Divorced,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,True,20,15
Female,Young,Single,Degree,British,Chinese,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Young,Separated,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,True,20,20
Male,Old,Married,Other/Sub Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Divorced,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,True,15,3
Female,Middle-Aged,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Young,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,True,18,12
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Single,A Levels,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,True,20,20
Female,Young,Divorced,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,True,10,10
Male,Young,Single,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,True,10,10
Female,Middle-Aged,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,True,15,10
Female,Old,Married,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Separated,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Single,ONC/BTEC,English,White,"10,400 to 15,600",Midlands & East Anglia,True,20,10
Male,Middle-Aged,Single,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,True,1,2
Female,Middle-Aged,Single,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Widowed,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Single,Higher/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,True,15,15
Male,Young,Single,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,GCSE/O Level,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Separated,GCSE/O Level,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Married,Degree,British,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,True,10,7
Male,Young,Married,Other/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,True,40,20
Male,Young,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Young,Divorced,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Married,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,True,10,7
Female,Old,Widowed,No Qualification,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Young,Married,Degree,British,Asian,"5,200 to 10,400",Midlands & East Anglia,True,10,10
Female,Young,Divorced,GCSE/O Level,English,Asian,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Young,Married,No Qualification,Other,Asian,"5,200 to 10,400",Midlands & East Anglia,True,10,6
Male,Young,Married,GCSE/O Level,British,Asian,"2,600 to 5,200",Midlands & East Anglia,True,5,5
Female,Young,Single,A Levels,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Divorced,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Married,GCSE/CSE,Other,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,ONC/BTEC,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Young,Married,GCSE/O Level,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,True,20,15
Female,Middle-Aged,Married,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Young,Married,Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,True,15,15
Female,Old,Separated,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,True,20,20
Male,Young,Single,ONC/BTEC,British,White,"Above 36,400",Midlands & East Anglia,True,20,10
Female,Middle-Aged,Separated,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Other/Sub Degree,Scottish,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Old,Married,Other/Sub Degree,British,Black,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,Other/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Single,Degree,English,White,"15,600 to 20,800",Midlands & East Anglia,True,35,25
Female,Old,Widowed,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,ONC/BTEC,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Widowed,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"20,800 to 28,600",Midlands & East Anglia,True,0,2
Female,Old,Widowed,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,A Levels,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,True,20,20
Female,Middle-Aged,Single,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,True,20,15
Female,Middle-Aged,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,GCSE/CSE,British,Asian,"10,400 to 15,600",Midlands & East Anglia,True,5,5
Male,Middle-Aged,Married,GCSE/O Level,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Single,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"Under 2,600",Midlands & East Anglia,True,10,8
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,True,2,1
Female,Middle-Aged,Married,ONC/BTEC,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Young,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,True,18,18
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Young,Married,A Levels,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Female,Young,Divorced,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,True,15,15
Female,Young,Single,No Qualification,English,White,"Under 2,600",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,True,20,15
Male,Middle-Aged,Single,No Qualification,British,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Separated,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Old,Married,Higher/Sub Degree,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Young,Married,GCSE/CSE,British,Asian,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,English,White,"28,600 to 36,400",Midlands & East Anglia,False,0,0
Male,Young,Single,Degree,English,White,"20,800 to 28,600",Midlands & East Anglia,True,10,10
Male,Old,Married,No Qualification,English,White,"20,800 to 28,600",Midlands & East Anglia,False,0,0
Female,Old,Widowed,GCSE/O Level,English,White,"15,600 to 20,800",Midlands & East Anglia,False,0,0
Male,Old,Widowed,No Qualification,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Old,Married,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Separated,Degree,British,White,"5,200 to 10,400",Midlands & East Anglia,True,1,1
Female,Young,Married,Other/Sub Degree,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Single,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,Higher/Sub Degree,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/O Level,English,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,British,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Divorced,GCSE/CSE,English,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Separated,No Qualification,Welsh,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Young,Single,GCSE/O Level,English,White,"2,600 to 5,200",Midlands & East Anglia,False,0,0
Male,Old,Married,No Qualification,British,White,"10,400 to 15,600",Midlands & East Anglia,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"Under 2,600",Midlands & East Anglia,False,0,0
